userName,score,content,publishTime,replyCount,usefulCount,touristType,ipLocatedName,content_cleaned,publish_datetime,date,month,weekday,hour,season,content_length,score_level,high_useful,情感得分,情感类别,风景_得分,服务_得分,餐饮_得分,住宿_得分,交通_得分,综合维度分,主要维度
有脾气的大叔叔,5.0,景区风景优美，历史文化深厚，干净卫生，服务人员热情好，特别表扬景区导游讲解员黎欣：专业知识丰富，服务周到，处处的游客着想，形象气质佳，代表了桃源人民淳朴、热情的优秀品质！,1722826270000,0,0,家庭亲子,湖南,景区风景优美，历史文化深厚，干净卫生，服务人员热情好，特别表扬景区导游讲解员黎欣：专业知识丰富，服务周到，处处的游客着想，形象气质佳，代表了桃源人民淳朴、热情的优秀品质！,2024-08-05 10:51:10,2024-08-05,8,0,10,夏季,85,高,False,0.9999999999632534,正面,1.0,1.0,0.0,0.6666666666666666,0.0,0.5333333333333333,风景
YoYo_7R1U4O2J,5.0,答应我，春天一定要和男朋友来常德桃花源呀，真的是桃花朵朵开，美得很。这里被称为了奇迹的世界桃林博览会，全世界一百来种桃树品种都能在这里看到，园中三株直径近两米的古桃树，太厉害了，打开了我们的世界。这里还有很多网红打卡点呢！像秦溪游船、秦人古董、玻璃滑道、时光隧道和状元桥等，每个点都有不一样的特色呢，好玩！,1616846779000,0,0,,,答应我，春天一定要和男朋友来常德桃花源呀，真的是桃花朵朵开，美得很。这里被称为了奇迹的世界桃林博览会，全世界一百来种桃树品种都能在这里看到，园中三株直径近两米的古桃树，太厉害了，打开了我们的世界。这里还有很多网红打卡点呢！像秦溪游船、秦人古董、玻璃滑道、时光隧道和状元桥等，每个点都有不一样的特色呢，好玩！,2021-03-27 20:06:19,2021-03-27,3,5,20,春季,153,高,False,0.9999999999995517,正面,1.0,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666,风景
YoYo_3C1J1G4O,5.0,这次和闺蜜一起去常德桃花源，天气有点冷，很期待这里能下雨，但前几年的湖南好像没怎么下雪。游客数量最近也少了一些，大概是进入了旅游淡季，但这并不影响我们的体验😊，甚至我们更喜欢这种清幽安静的氛围。这边的民宿还是很便宜的，两个人一间一百多就能住到很不错的民宿了，装修风格也小清新，老板人也很亲切😉。桃花源三日同晖的景色，是只有霜降之后才能看见的罕见景象，在水府阁欣赏落日倒影感觉整个人都升华了。,1609376942000,0,0,,,这次和闺蜜一起去常德桃花源，天气有点冷，很期待这里能下雨，但前几年的湖南好像没怎么下雪。游客数量最近也少了一些，大概是进入了旅游淡季，但这并不影响我们的体验，甚至我们更喜欢这种清幽安静的氛围。这边的民宿还是很便宜的，两个人一间一百多就能住到很不错的民宿了，装修风格也小清新，老板人也很亲切。桃花源三日同晖的景色，是只有霜降之后才能看见的罕见景象，在水府阁欣赏落日倒影感觉整个人都升华了。,2020-12-31 09:09:02,2020-12-31,12,3,9,冬季,193,高,False,0.9999999995185953,正面,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,风景
YoYo_4I1R9V2F,5.0,"常德桃花源---隐世秘境重现🤩
初中学习桃花源记时倒没什么感觉。渐渐长大，经常听身边稍年长的人提起“桃花源”“世外桃源”。我也慢慢开始懂了，当自己开始感受到世界的复杂时，才会如此向往“世外桃源”😯。这是“美好”的代名词，估计每个成年人心中都会住着自己的“桃花源”。许多人向往旅游，也倒不如说是去寻找心中的“世外桃源”。去到后，觉得有点像但又不太像。但今天我遇到了真正的世外桃源，也正正在常德桃花源。重现这幅隐世秘境的就是这次大型山水演出--桃花源记实景演出。光与影的交映，声音与画面的交融，人与动物之间的默契，无一不让人动容。&quot;",1607588875000,0,0,,,常德桃花源隐世秘境重现 初中学习桃花源记时倒没什么感觉。渐渐长大，经常听身边稍年长的人提起桃花源世外桃源。我也慢慢开始懂了，当自己开始感受到世界的复杂时，才会如此向往世外桃源。这是美好的代名词，估计每个成年人心中都会住着自己的桃花源。许多人向往旅游，也倒不如说是去寻找心中的世外桃源。去到后，觉得有点像但又不太像。但今天我遇到了真正的世外桃源，也正正在常德桃花源。重现这幅隐世秘境的就是这次大型山水演出桃花源记实景演出。光与影的交映，声音与画面的交融，人与动物之间的默契，无一不让人动容。quot,2020-12-10 16:27:55,2020-12-10,12,3,16,冬季,248,高,False,1.0,正面,1.0,0.0,0.0,0.3333333333333333,0.0,0.26666666666666666,风景
YoYo_6F8B4P3D,4.0,游走秦街，竟然感受到古今的火花碰撞。秦街又名石头巷，是以地方的建筑风貌为基础，就地取材选用当地的石头作为材料，打造的一条商业民俗街，汇集了民俗文化作坊，商业店铺，餐饮等各色商铺。这里一栋栋石楼依山而建，两边的店铺鳞次栉比，仿佛置身在秦时汉朝的街头巷尾，让人印象深刻。,1616856347000,0,0,,,游走秦街，竟然感受到古今的火花碰撞。秦街又名石头巷，是以地方的建筑风貌为基础，就地取材选用当地的石头作为材料，打造的一条商业民俗街，汇集了民俗文化作坊，商业店铺，餐饮等各色商铺。这里一栋栋石楼依山而建，两边的店铺鳞次栉比，仿佛置身在秦时汉朝的街头巷尾，让人印象深刻。,2021-03-27 22:45:47,2021-03-27,3,5,22,春季,133,高,False,0.9999999996543507,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
YoYo_3L7A8Q5G,5.0,和朋友一起去的常德桃花源，太赞了！常德桃花源的大型柳溪漫游实景演出《桃花源记》才两百多一个成人，我觉得这是桃花源里非常值得的一个旅游体验！作为一个外地人门票为128个人，稍微有一点点贵，但是如果是本地人的话就20块一张，好划算啊呜呜呜！不过桃花源非常的大可以玩好久。特别是春天来了，四处郁郁葱葱，繁华盛开的，景色十分地好看。,1616846057000,0,0,,,和朋友一起去的常德桃花源，太赞了！常德桃花源的大型柳溪漫游实景演出桃花源记才两百多一个成人，我觉得这是桃花源里非常值得的一个旅游体验！作为一个外地人门票为128个人，稍微有一点点贵，但是如果是本地人的话就20块一张，好划算啊呜呜呜！不过桃花源非常的大可以玩好久。特别是春天来了，四处郁郁葱葱，繁华盛开的，景色十分地好看。,2021-03-27 19:54:17,2021-03-27,3,5,19,春季,160,高,False,0.9999999771468203,正面,1.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,风景
YoYo_3L5Y2P3J,5.0,"&quot;周末和男朋友一起去桃花源玩，一早，自驾到景区，门口有很大的停车场，很方便😄。从北门进，首先就看到了万亩桃林，虽然不是桃花的季节，但还是很好看，景色四季皆宜😊。往景区里面走，到桃源工艺术博物馆参观，里面有很多石雕、木雕。再去秦街，是一条商业街，里面的商铺都很有历史特色，很精致。正好到了饭点，就在秦街解决了午饭。印象最深刻的，就是乘船游秦溪，景色太美了，船票也不贵。晚上，就去看桃花源里的大型实景演出。游客都坐在船上，一起出发，看沿岸两边的演员表演，很新奇的演出体验。还有烟雾、灯光调节气氛，很值！看完演出，去桃花源古镇逛一逛，里面有秦溪酒吧街，有特色酒吧、清吧，还挺多人的，很有气氛。
  玩了一整天，还是有点累的，景区很大，一天很难全部逛完。里面很多项目，挺适合情侣去的，推荐！
&quot;",1608520383000,0,0,,,quot周末和男朋友一起去桃花源玩，一早，自驾到景区，门口有很大的停车场，很方便。从北门进，首先就看到了万亩桃林，虽然不是桃花的季节，但还是很好看，景色四季皆宜。往景区里面走，到桃源工艺术博物馆参观，里面有很多石雕、木雕。再去秦街，是一条商业街，里面的商铺都很有历史特色，很精致。正好到了饭点，就在秦街解决了午饭。印象最深刻的，就是乘船游秦溪，景色太美了，船票也不贵。晚上，就去看桃花源里的大型实景演出。游客都坐在船上，一起出发，看沿岸两边的演员表演，很新奇的演出体验。还有烟雾、灯光调节气氛，很值！看完演出，去桃花源古镇逛一逛，里面有秦溪酒吧街，有特色酒吧、清吧，还挺多人的，很有气氛。 玩了一整天，还是有点累的，景区很大，一天很难全部逛完。里面很多项目，挺适合情侣去的，推荐！ quot,2020-12-21 11:13:03,2020-12-21,12,0,11,冬季,345,高,False,1.0,正面,1.0,0.0,0.6666666666666666,0.0,1.0,0.5333333333333333,风景
匿名用户,5.0,这里很好玩，值得去，但是有一个特别让人不愉快的事情，就是保安与外边的村民沆瀣一气。如果你是外地的车牌去停车，保安会让你直接停到农户的门口，然后农户会收取10块钱每辆车。但是如果你是湖南本地的车，他就会让你进去。我是直接看到好多车都是这个样子，前面湖南车牌的车直接进，外省的车，看到外地车牌保安就会把你拦住，说里面满了，让你停到外边去。,1746283876000,0,1,家庭亲子,湖南,这里很好玩，值得去，但是有一个特别让人不愉快的事情，就是保安与外边的村民沆瀣一气。如果你是外地的车牌去停车，保安会让你直接停到农户的门口，然后农户会收取10块钱每辆车。但是如果你是湖南本地的车，他就会让你进去。我是直接看到好多车都是这个样子，前面湖南车牌的车直接进，外省的车，看到外地车牌保安就会把你拦住，说里面满了，让你停到外边去。,2025-05-03 22:51:16,2025-05-03,5,5,22,春季,167,高,True,1.4171454712053055e-05,负面,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.26666666666666666,交通
YoYo_5F0W8G8Y,4.0,《桃花源记》拥有国内首创的4.6公里全新浸入式、全视野、全流域的河流剧场，立体化、艺术化地呈现桃花源“此山、此水、此人”的宁静生活，以光影再现陶渊明笔下的绝美场景和唯美秘境。我认为这样方式去传承中国传统诗词文化，会吸引更多年轻人前来观赏，这是我在桃花源景区最难以忘怀的记忆！,1616908286000,0,0,,,桃花源记拥有国内首创的46公里全新浸入式、全视野、全流域的河流剧场，立体化、艺术化地呈现桃花源此山、此水、此人的宁静生活，以光影再现陶渊明笔下的绝美场景和唯美秘境。我认为这样方式去传承中国传统诗词文化，会吸引更多年轻人前来观赏，这是我在桃花源景区最难以忘怀的记忆！,2021-03-28 13:11:26,2021-03-28,3,6,13,春季,132,高,False,1.0,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_8X0H7A8R,5.0,周末约上了两个好朋友一起自驾前往常德桃花源玩耍，太开心了！可以春天到桃花源玩真真是一个不错的选择呀~不过春天天气稍稍有一点冷，但是花还是很美的！粉粉嫩嫩的桃花十分好看~整个桃花源景区非常的大，可以整整玩两天~景区内有一个《桃花源记》实景演出可以看，真的太酷了呢！有一种真的作为外人进入桃花源游玩的感觉呢~,1616851990000,0,0,,,周末约上了两个好朋友一起自驾前往常德桃花源玩耍，太开心了！可以春天到桃花源玩真真是一个不错的选择呀不过春天天气稍稍有一点冷，但是花还是很美的！粉粉嫩嫩的桃花十分好看整个桃花源景区非常的大，可以整整玩两天景区内有一个桃花源记实景演出可以看，真的太酷了呢！有一种真的作为外人进入桃花源游玩的感觉呢,2021-03-27 21:33:10,2021-03-27,3,5,21,春季,146,高,False,0.9999999997215352,正面,1.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,风景
YoYo_2K2I3G9Z,5.0,景区内饭店不算多，有些是住宿的地方自带的，而且没有外卖能送到附近，所以我们决定尝试一下农家乐。这边的土鸡还有腊肉都是招牌美食，家畜都是自己散养的，所以味道很好，还有他们这边自己产的银栗南瓜，在凉棚地下吹着风，吃着饭，感觉特别享受，菜的味道绝对好评，分量也是很良心的。五柳小镇那边小吃多，价格公道。,1605086073000,0,0,,,景区内饭店不算多，有些是住宿的地方自带的，而且没有外卖能送到附近，所以我们决定尝试一下农家乐。这边的土鸡还有腊肉都是招牌美食，家畜都是自己散养的，所以味道很好，还有他们这边自己产的银栗南瓜，在凉棚地下吹着风，吃着饭，感觉特别享受，菜的味道绝对好评，分量也是很良心的。五柳小镇那边小吃多，价格公道。,2020-11-11 17:14:33,2020-11-11,11,2,17,秋季,148,高,False,0.9827726270188485,正面,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.39999999999999997,餐饮
爱睡懒散的鱼a,5.0,桃花源景区位于湖南省的桃源县，景色非常美，面积很大，游客不多，所以欣赏的很尽兴，可以选择步行游览，也可以选择坐电瓶车，每个小景点都有电瓶车站，非常方便！在这里体验很美好的感受！,1587172289000,0,0,,,桃花源景区位于湖南省的桃源县，景色非常美，面积很大，游客不多，所以欣赏的很尽兴，可以选择步行游览，也可以选择坐电瓶车，每个小景点都有电瓶车站，非常方便！在这里体验很美好的感受！,2020-04-18 09:11:29,2020-04-18,4,5,9,春季,88,高,False,0.9999999651802131,正面,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,风景
YoYo_6X6H8F2G,5.0,桃花源景区的绿化覆盖率特别高，一眼望去都是绿色的，景区内也很多地方立着显示当日含氧量的电子指标牌，最近景区内又增加了一些新的活动，很多表演人员在园区内活动，大家可以提前看好演出时间表，一般是在整点或者半点演出。景区内基础设施很完善，接驳车都是免费的，车站里有小卖部，价格也是正常价，还是很良心的。,1606709879000,0,0,,,桃花源景区的绿化覆盖率特别高，一眼望去都是绿色的，景区内也很多地方立着显示当日含氧量的电子指标牌，最近景区内又增加了一些新的活动，很多表演人员在园区内活动，大家可以提前看好演出时间表，一般是在整点或者半点演出。景区内基础设施很完善，接驳车都是免费的，车站里有小卖部，价格也是正常价，还是很良心的。,2020-11-30 12:17:59,2020-11-30,11,0,12,秋季,148,高,False,0.99998251694025,正面,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39999999999999997,风景
YoYo_3H9W1I2R,5.0,常德桃花源镇旁有一个白鳞洲村，坐船经过沅江（国家保护水源），水很清澈😁。大家可以到这里来感受农家乐的快乐。农家乐很讲究氛围以及周围的人的性情。这里的村民世世代代生活在这里，很喜欢他们的“桃源”性情。,1606266258000,0,0,,,常德桃花源镇旁有一个白鳞洲村，坐船经过沅江（国家保护水源），水很清澈。大家可以到这里来感受农家乐的快乐。农家乐很讲究氛围以及周围的人的性情。这里的村民世世代代生活在这里，很喜欢他们的桃源性情。,2020-11-25 09:04:18,2020-11-25,11,2,9,秋季,96,高,False,0.9999998710655196,正面,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.2,风景
YoYo_3W4Q2E5X,5.0,想着景区那么大，就在景区里面住了一晚，方便第二天继续玩。住宿选择还是挺多的，各种类型、价位都有。配合着景区主题，民宿都很有特色，外形就很古色古香，里面的装修也很精致，诗情画意，干净卫生。夜晚的桃花源也很美，里面的古镇很热闹。第二天起来，民宿送的早餐是当地的特色美食。整个都很满意，休闲度假一流。,1608337697000,0,0,,,想着景区那么大，就在景区里面住了一晚，方便第二天继续玩。住宿选择还是挺多的，各种类型、价位都有。配合着景区主题，民宿都很有特色，外形就很古色古香，里面的装修也很精致，诗情画意，干净卫生。夜晚的桃花源也很美，里面的古镇很热闹。第二天起来，民宿送的早餐是当地的特色美食。整个都很满意，休闲度假一流。,2020-12-19 08:28:17,2020-12-19,12,5,8,冬季,147,高,False,0.9999999999639291,正面,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.6,风景
YoYo_7H4K5C6Q,5.0,"《常德桃花源同学游流浪记》😎
Hello，大家好，我现在是一名中学生，学校组织我们来桃花源游玩和学习，因为这里太美了，我很想将它介绍给大家，所以就想在这里和大家一起分享。😊
→天工六艺坊
早上的时候，我们去了天工六艺坊，在这里，我第一次接触到刺绣，这里的小姐姐很耐心地教我，我自己刺了一个很简单的小图案，姐姐帮我修改了一下，给我带回家了，好漂亮。我还在这里掌握了另外一门手艺，就是做陶艺，将一块不起眼，没有吸引力的小泥巴做成一件有观赏性的工艺品，好有成就感。这里还有很多很多的体验项目，竹编、织布、铜铸、木雕等等，我都想尝试，可惜时间不够。我真的好喜欢这里，平时在学校都没有这样的机会，都只能通过书本，手痒痒的。在这里的这段时间让我感觉到好充实，也好新奇。希望学校多给我们安排这样的游玩项目。",1606135561000,0,0,,,常德桃花源同学游流浪记 Hello，大家好，我现在是一名中学生，学校组织我们来桃花源游玩和学习，因为这里太美了，我很想将它介绍给大家，所以就想在这里和大家一起分享。 天工六艺坊 早上的时候，我们去了天工六艺坊，在这里，我第一次接触到刺绣，这里的小姐姐很耐心地教我，我自己刺了一个很简单的小图案，姐姐帮我修改了一下，给我带回家了，好漂亮。我还在这里掌握了另外一门手艺，就是做陶艺，将一块不起眼，没有吸引力的小泥巴做成一件有观赏性的工艺品，好有成就感。这里还有很多很多的体验项目，竹编、织布、铜铸、木雕等等，我都想尝试，可惜时间不够。我真的好喜欢这里，平时在学校都没有这样的机会，都只能通过书本，手痒痒的。在这里的这段时间让我感觉到好充实，也好新奇。希望学校多给我们安排这样的游玩项目。,2020-11-23 20:46:01,2020-11-23,11,0,20,秋季,341,高,False,1.0,正面,1.0,0.3333333333333333,0.0,0.0,0.0,0.26666666666666666,风景
YoYo_1X2G7W3V,5.0,这次观看桃花源记实景演出的确是一次不错的体验。之前在网上看到宣传还不太期待，自己亲身来到了才发现震撼之处。灯光舞美都配合的极好，连船只的运行速度也是得到了控制的。在等待时间船夫小哥会主动聊天，讲解一些注意事项和故事背景，所以不用担心开始的很突然。比较喜欢村民夜话和落英缤纷，前者幽默搞笑，后者绝美。,1607818583000,0,0,,,这次观看桃花源记实景演出的确是一次不错的体验。之前在网上看到宣传还不太期待，自己亲身来到了才发现震撼之处。灯光舞美都配合的极好，连船只的运行速度也是得到了控制的。在等待时间船夫小哥会主动聊天，讲解一些注意事项和故事背景，所以不用担心开始的很突然。比较喜欢村民夜话和落英缤纷，前者幽默搞笑，后者绝美。,2020-12-13 08:16:23,2020-12-13,12,6,8,冬季,149,高,False,0.9999999772721427,正面,1.0,0.3333333333333333,0.0,0.0,0.0,0.26666666666666666,风景
YoYo_2F7I8E8R,5.0,来到桃花源，擂茶便是不可错过的美食之一了。擂茶文化延续了几千年，暖乎乎的擂茶加上一桌压桌菜，不管是自己体验还是用来宴客都是很大气的。压桌菜里包含了点心、钵子菜、炒菜，可以说是非常丰富多样的。,1606720477000,0,0,,,来到桃花源，擂茶便是不可错过的美食之一了。擂茶文化延续了几千年，暖乎乎的擂茶加上一桌压桌菜，不管是自己体验还是用来宴客都是很大气的。压桌菜里包含了点心、钵子菜、炒菜，可以说是非常丰富多样的。,2020-11-30 15:14:37,2020-11-30,11,0,15,秋季,95,高,False,0.9965649507022452,正面,1.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,风景
YoYo_1X3O0R8D,5.0,"桃花源学生党游玩心得（自己和几个同学去玩了三天，跟大家分享一下）😊
1、我们主要是学生，还是比较贪玩，选择的项目会偏体验类多一些。当然也会有一些学习类项目😎
2、我们买了时空隧道和玻璃滑道的套票50块一个人。我给它四星哦😉
3、还去了状元桥，主要是因为最近要考试，还是想来碰碰运气。桥是可以晃动的哦。吓吓同学也不错。这是不用给钱的。
4、最后去了六艺坊，那里有很多奇形怪状的铁锁，还有一个锁是需要智慧才能打开的，我们打开了。好有成就感。",1605785943000,0,0,,,桃花源学生党游玩心得（自己和几个同学去玩了三天，跟大家分享一下） 1、我们主要是学生，还是比较贪玩，选择的项目会偏体验类多一些。当然也会有一些学习类项目 2、我们买了时空隧道和玻璃滑道的套票50块一个人。我给它四星哦 3、还去了状元桥，主要是因为最近要考试，还是想来碰碰运气。桥是可以晃动的哦。吓吓同学也不错。这是不用给钱的。 4、最后去了六艺坊，那里有很多奇形怪状的铁锁，还有一个锁是需要智慧才能打开的，我们打开了。好有成就感。,2020-11-19 19:39:03,2020-11-19,11,3,19,秋季,215,高,False,0.9999617440301303,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
YoYo_2S6V5M7Q,5.0,传统古风的东西在沉浸式的体验下变得生动，而且演出在夜晚进行，灯光的表现也同样出彩，虽然门票是两百多，有点小贵，但是来到桃花源景区，大型室内行浸式互动剧《湘遇桃花源》真是非常值得一看！一艘巨船，一群纤夫，一声号子，一曲壮歌；一场雨，一场雪，一片桃花，一场大戏。这是根据常德本地一个可歌可泣的故事改编而成的历史创作大戏，既包含了常德人的浓情历史，还有中国人的千年记忆。不管是成人还是孩子，这都是一场精彩大戏，常德人的善良、湖南人的爱国情，都在这场大戏中生动展现。,1616902123000,0,0,,,传统古风的东西在沉浸式的体验下变得生动，而且演出在夜晚进行，灯光的表现也同样出彩，虽然门票是两百多，有点小贵，但是来到桃花源景区，大型室内行浸式互动剧湘遇桃花源真是非常值得一看！一艘巨船，一群纤夫，一声号子，一曲壮歌；一场雨，一场雪，一片桃花，一场大戏。这是根据常德本地一个可歌可泣的故事改编而成的历史创作大戏，既包含了常德人的浓情历史，还有中国人的千年记忆。不管是成人还是孩子，这都是一场精彩大戏，常德人的善良、湖南人的爱国情，都在这场大戏中生动展现。,2021-03-28 11:28:43,2021-03-28,3,6,11,春季,227,高,False,1.0,正面,1.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,风景
YoYo_8G5P1Z5A,5.0,"[常德桃花源][跟着武陵渔郎探寻世外桃源][春日必游景点]
“露湿烟浓草色新，一番流水满喜春，可怜渔夫重来访，只见桃花不见人”这李白当年描述的，大概就是这常德桃花源的美丽景色吧！常德桃花源景区是我国新晋的5A级景区，是新的小网红呀！ 
下面给大家推荐两个必游景点呀👇
1、秦溪
秦溪又叫水溪，是沅江的重要支流，相传这里就是《桃花源记》中武陵渔郎侮辱世外桃源的所经之路~烟雾缭绕的时候正有那种扑朔迷离的感觉，给人一种非常想要探索的感觉呢！
2、桃花山
桃花山是纪念并体现陶渊明以及《桃花源诗并序》的“陶公山”，这里被称为了能体现历朝历代的“隐士山”，留下了很多文人墨客足迹的“名人山”，还留下了不少诗人的诗词，被称为了“国宝山”
整个常德桃花很大，里面还有非常多的景点值得游览呀~推荐大家去玩耍呀~😊😊",1616854025000,0,0,,,常德桃花源跟着武陵渔郎探寻世外桃源春日必游景点 露湿烟浓草色新，一番流水满喜春，可怜渔夫重来访，只见桃花不见人这李白当年描述的，大概就是这常德桃花源的美丽景色吧！常德桃花源景区是我国新晋的5A级景区，是新的小网红呀！ 下面给大家推荐两个必游景点呀 1、秦溪 秦溪又叫水溪，是沅江的重要支流，相传这里就是桃花源记中武陵渔郎侮辱世外桃源的所经之路烟雾缭绕的时候正有那种扑朔迷离的感觉，给人一种非常想要探索的感觉呢！ 2、桃花山 桃花山是纪念并体现陶渊明以及桃花源诗并序的陶公山，这里被称为了能体现历朝历代的隐士山，留下了很多文人墨客足迹的名人山，还留下了不少诗人的诗词，被称为了国宝山 整个常德桃花很大，里面还有非常多的景点值得游览呀推荐大家去玩耍呀,2021-03-27 22:07:05,2021-03-27,3,5,22,春季,323,高,False,1.0,正面,1.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,风景
YoYo_6R8E2M2Q,5.0,"[春天去哪里·去常德桃花源]
3至4月一定要挑个好天气去常德桃花源呀！因为最近正是桃花的开放的旺季，真的太美了呢！常德桃花源里有一个万亩桃林，整个万亩桃林分为了桃花源牌楼、世界桃林博览园、桃花山林、桃花果林、桃花田园及桃花村，整个一片的桃林有整整一百多个品种。欣赏完桃林还可以去品尝桃花清米酒，吃个桃花糕，是元气满满的一天呢！😄😄",1616856582000,0,0,,,春天去哪里去常德桃花源 3至4月一定要挑个好天气去常德桃花源呀！因为最近正是桃花的开放的旺季，真的太美了呢！常德桃花源里有一个万亩桃林，整个万亩桃林分为了桃花源牌楼、世界桃林博览园、桃花山林、桃花果林、桃花田园及桃花村，整个一片的桃林有整整一百多个品种。欣赏完桃林还可以去品尝桃花清米酒，吃个桃花糕，是元气满满的一天呢！,2021-03-27 22:49:42,2021-03-27,3,5,22,春季,160,高,False,0.9999999999934581,正面,1.0,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666,风景
YoYo_8R6J3G7D,5.0,“山林深处，祈福问仙”，描述的大概就是往桃花山深处走，路遇桃花观🥳。此情此景特别像是在古装剧中，仙侠剑客费尽千辛万苦到达仙观，拜访法力深厚的大师。武陵何处访仙乡，古观云根路已荒。细草拥坛人迹绝，落花沈涧水流香。😎山深有雨寒犹在，松老无风韵亦长。全觉此身莉俗境，玄机亦初可照迷方。桃花观古称大士阁，也是始建于唐代的古老建筑。桃花观正堂内有一扇屏风，传说具有预测人生祸福的功能。深入桃花观，会被那一份宁静打动，我想这大概就是到达了心灵的故乡吧。,1616836052000,0,0,,,山林深处，祈福问仙，描述的大概就是往桃花山深处走，路遇桃花观。此情此景特别像是在古装剧中，仙侠剑客费尽千辛万苦到达仙观，拜访法力深厚的大师。武陵何处访仙乡，古观云根路已荒。细草拥坛人迹绝，落花沈涧水流香。山深有雨寒犹在，松老无风韵亦长。全觉此身莉俗境，玄机亦初可照迷方。桃花观古称大士阁，也是始建于唐代的古老建筑。桃花观正堂内有一扇屏风，传说具有预测人生祸福的功能。深入桃花观，会被那一份宁静打动，我想这大概就是到达了心灵的故乡吧。,2021-03-27 17:07:32,2021-03-27,3,5,17,春季,216,高,False,1.0,正面,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,风景
YoYo_4T6T6T0I,5.0,桃花源景区内有一个道教圣地，听说是规模最大的。我进去看到的时候觉得挺宏伟的，分为上宫、中宫和下宫。当时看到道长出来了，留着长长的胡子，穿着道服，我还以为自己穿越了。走到中宫的时候，看到一位道士在教一群学生中华民族的传统礼仪，我看到了一副“传承”的画面，一副朝阳的画面。,1607455726000,0,0,,,桃花源景区内有一个道教圣地，听说是规模最大的。我进去看到的时候觉得挺宏伟的，分为上宫、中宫和下宫。当时看到道长出来了，留着长长的胡子，穿着道服，我还以为自己穿越了。走到中宫的时候，看到一位道士在教一群学生中华民族的传统礼仪，我看到了一副传承的画面，一副朝阳的画面。,2020-12-09 03:28:46,2020-12-09,12,2,3,冬季,132,高,False,0.9999954374293298,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
gz伊妹儿,5.0,桃花源景色很美很漂亮，杨柳依依，桃花盛开，樱花飘落，生机勃勃，就像陶渊明笔下的桃花源，人间仙境一般的美景，呼吸呼吸新鲜，非常的惬意。,1585016218000,0,0,,,桃花源景色很美很漂亮，杨柳依依，桃花盛开，樱花飘落，生机勃勃，就像陶渊明笔下的桃花源，人间仙境一般的美景，呼吸呼吸新鲜，非常的惬意。,2020-03-24 10:16:58,2020-03-24,3,1,10,春季,66,高,False,0.9999999999972957,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_6M6W2Y9O,5.0,看完《桃花源记实景演出》后，我感觉我像是做了一场很长的梦。我不想醒来。这场演出将我的思绪带回了一千多年前的桃花源，仿佛穿越了坐着船，顺着溪流，两旁不断地出现一千多年前的景象，古人划船、姑娘在小船上弹琵琶、好奇地讨论着“今日进来桃花源的陶渊明”、两岸娶亲、最后的一场桃花雨让我分不清这到底是梦境还是现实。,1606276466000,0,0,,,看完桃花源记实景演出后，我感觉我像是做了一场很长的梦。我不想醒来。这场演出将我的思绪带回了一千多年前的桃花源，仿佛穿越了坐着船，顺着溪流，两旁不断地出现一千多年前的景象，古人划船、姑娘在小船上弹琵琶、好奇地讨论着今日进来桃花源的陶渊明、两岸娶亲、最后的一场桃花雨让我分不清这到底是梦境还是现实。,2020-11-25 11:54:26,2020-11-25,11,2,11,秋季,147,高,False,1.0,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
